n,factorization,num_factors,n_mod6,wing,num_left_factors
6194020141,571*661*16411,3,1,right,0
6196188961,139*4969*8971,3,1,right,0
6200691841,193*577*55681,3,1,right,0
6218177329,7*13*17*19*89*2377,6,1,right,2
6231771001,31*43*127*131*281,5,1,right,2
6236982181,131*199*419*571,4,1,right,2
6245949601,89*97*137*5281,4,1,right,2
6247519201,7*11*2053*39521,4,1,right,2
6295079737,23*73*89*103*409,5,1,right,2
6295936465,5*7*13*37*47*73*109,7,1,right,2
6301286641,13*31*61*137*1871,5,1,right,2
6310724545,5*47*2683*10009,4,1,right,2
6328979713,7*23*193*353*577,5,1,right,2
6352823521,11*31*37*233*2161,5,1,right,2
6387685201,73*151*157*3691,4,1,right,0
6415737301,421*631*24151,3,1,right,0
6427315441,73*127*761*911,4,1,right,2
6436473121,13*29*37*67*71*97,6,1,right,2
6453043345,5*7*17*89*233*523,6,1,right,4
6470869441,29*197*337*3361,4,1,right,2
6475906801,7*13*109*229*2851,5,1,right,0
6482062621,199*991*32869,3,1,right,0
6512378041,13*19*31*349*2437,5,1,right,0
6550305841,19*37*73*109*1171,5,1,right,0
6555812761,29*31*71*271*379,5,1,right,2
6557296321,17*19*47*61*73*97,6,1,right,2
6558130801,19*53*61*241*443,5,1,right,2
6630702121,541*1621*7561,3,1,right,0
6641148691,367*1831*9883,3,1,right,0
6668461801,31*43*397*12601,4,1,right,0
6689374081,13*17*641*47221,4,1,right,2
6693621481,607*1213*9091,3,1,right,0
6697074385,5*73*113*397*409,5,1,right,2
6697894321,73*181*541*937,4,1,right,0
6709788961,337*421*47293,3,1,right,0
6729970105,5*67*79*109*2333,5,1,right,2
6735266161,13*337*877*1753,4,1,right,0
6736511713,337*1597*12517,3,1,right,0
6743048641,7*41*61*283*1361,5,1,right,2
6751064881,11*37*113*181*811,5,1,right,2
6777759241,11*41*73*127*1621,5,1,right,2
6805088641,13*29*97*379*491,5,1,right,2
6808693681,17*19*47*241*1861,5,1,right,2
6811131601,41*53*71*131*337,5,1,right,4
6816585601,7*23*151*199*1409,5,1,right,2
6820479601,13*31*41*61*67*101,6,1,right,2
6831139393,13*17*37*113*7393,5,1,right,2
6866083081,11*13*31*37*41*1021,6,1,right,2
6879465481,7*41*103*409*569,5,1,right,2
6888643441,29*61*409*9521,4,1,right,2
6899889145,5*103*1129*11867,4,1,right,2
6906962161,11*29*31*37*43*439,6,1,right,2
6908453881,7*31*1381*23053,4,1,right,0
6909805981,13*19*23*37*71*463,6,1,right,2
6916775113,293*3943*5987,3,1,right,2
6974163001,13*61*2251*3907,4,1,right,0
6987552481,7*13*73*811*1297,5,1,right,0
6992318521,67*199*397*1321,4,1,right,0
7020294841,7*313*613*5227,4,1,right,0
7036064101,11*101*151*41941,4,1,right,2
7036472521,13*19*37*41*89*211,6,1,right,2
7044493729,7*13*103*139*5407,5,1,right,0
7045248121,821*1231*6971,3,1,right,2
7069087201,11*31*41*421*1201,5,1,right,2
7077948241,7*13*31*691*3631,5,1,right,0
7079516101,7*37*61*109*4111,5,1,right,0
7082548705,5*43*239*337*409,5,1,right,2
7103660473,7*13*19*109*37693,5,1,right,0
7115167081,11*29*37*211*2857,5,1,right,2
7120522081,127*181*307*1009,4,1,right,0
7121196811,131*911*59671,3,1,right,2
7126205101,173*1291*31907,3,1,right,2
7137456481,29*281*379*2311,4,1,right,2
7144929001,7*23*41*601*1801,5,1,right,2
7147241641,37*421*463*991,4,1,right,0
7161499801,29*43*73*151*521,5,1,right,2
7165026181,271*541*48871,3,1,right,0
7192589041,11*17*41*71*73*181,6,1,right,4
7200256261,11*31*431*48991,4,1,right,2
7211236033,199*4159*8713,3,1,right,0
7226667721,7*13*181*541*811,5,1,right,0
7261390081,11*17*73*211*2521,5,1,right,2
7266392281,19*31*43*379*757,5,1,right,0
7277040001,7*11*101*433*2161,5,1,right,2
7279379941,211*3571*9661,3,1,right,0
7281824001,3*251*2417*4001,4,3,div3,3
7303030561,17*31*59*349*673,5,1,right,2
7321740301,31*37*211*30253,4,1,right,0
7324451569,19*43*73*127*967,5,1,right,0
7349616121,23*31*67*137*1123,5,1,right,2
7361854501,157*1093*42901,3,1,right,0
7366943881,11*31*103*137*1531,5,1,right,2
7368233041,13*17*19*41*127*337,6,1,right,2
7397902401,3*491*1601*3137,4,3,div3,3
7408114561,41*61*641*4621,4,1,right,2
7426504801,31*151*1201*1321,4,1,right,0
7483290949,379*757*26083,3,1,right,0
7538918401,7*19*109*433*1201,5,1,right,0
7547208481,19*71*97*137*421,5,1,right,2
7558388641,331*947*24113,3,1,right,2
7568724241,13*17*23*211*7057,5,1,right,2
7629221377,409*2857*6529,3,1,right,0
7637670601,11*31*101*211*1051,5,1,right,2
7637908081,41*139*331*4049,4,1,right,2
7647957241,331*1321*17491,3,1,right,0
7685290369,43*379*409*1153,4,1,right,0
7685860051,331*991*23431,3,1,right,0
7687547869,43*53*149*22639,4,1,right,2
7709907745,5*17*37*97*127*199,6,1,right,2
7728140161,7*19*37*79*103*193,6,1,right,0
7743582001,29*149*181*9901,4,1,right,2
7762160341,13*541*619*1783,4,1,right,0
7762532401,13*17*31*37*113*271,6,1,right,2
7769414017,73*313*337*1009,4,1,right,0
7773873751,7*31*163*271*811,5,1,right,0
7786695841,491*1471*10781,3,1,right,2
7795166401,11*37*127*239*631,5,1,right,2
7795320001,7*457*1249*1951,4,1,right,0
7816642561,7*13*5581*15391,4,1,right,0
7849708945,5*13*17*67*229*463,6,1,right,2
7906474801,17*43*61*281*631,5,1,right,2
7926336001,19*241*769*2251,4,1,right,0
7947505441,103*127*241*2521,4,1,right,0
7991602081,67*2311*51613,3,1,right,0
8030988001,19*61*109*151*421,5,1,right,0
8039934721,7*13*19*37*109*1153,6,1,right,0
8044161481,311*3659*7069,3,1,right,2
8047904257,577*1153*12097,3,1,right,0
8053562881,7*13*17*31*61*2753,6,1,right,2
8083163341,11*71*181*211*271,5,1,right,2
8125283881,11*13*229*281*883,5,1,right,2
8152623721,11*19*41*73*13033,5,1,right,2
8198789761,139*181*337*967,4,1,right,0
8205857731,19*71*127*211*227,5,1,right,2
8214723001,271*1801*16831,3,1,right,0
8221139641,11*13*41*61*127*181,6,1,right,2
8230420801,127*2143*30241,3,1,right,0
8246738305,5*13*113*433*2593,5,1,right,2
8251854001,1301*1951*3251,3,1,right,2
8265839401,19*109*181*22051,4,1,right,0
8270944801,7*31*41*557*1669,5,1,right,2
8281773721,13*31*41*67*7481,5,1,right,2
8290225801,11*13*47*61*73*277,6,1,right,2
8323444801,7*151*193*40801,4,1,right,0
8346731851,823*2467*4111,3,1,right,0
8355729313,17*19*29*337*2647,5,1,right,2
8378631361,31*181*691*2161,4,1,right,0
8379420001,31*61*211*21001,4,1,right,0
8388084601,13*757*811*1051,4,1,right,0
8424058861,19*421*631*1669,4,1,right,0
8444512561,17*31*41*283*1381,5,1,right,2
8454810001,11*53*71*157*1301,5,1,right,4
8460129601,7*11*19*431*13417,5,1,right,2
8494657921,19*73*97*103*613,5,1,right,0
8548543585,5*17*29*673*5153,5,1,right,4
8562771361,17*23*31*37*61*313,6,1,right,2
8612234401,281*1321*23201,3,1,right,2
8614542601,7*19*31*101*137*151,6,1,right,2
8652633601,1249*2081*3329,3,1,right,2
8657319259,307*2143*13159,3,1,right,0
8658434881,19*31*73*349*577,5,1,right,0
8659314841,41*61*1321*2621,4,1,right,2
8662230721,23*271*457*3041,4,1,right,2
8667097957,7*67*397*46549,4,1,right,0
8714965001,389*3299*6791,3,5,left,3
8718449257,7*109*2137*5347,4,1,right,0
8723021581,19*43*131*149*547,5,1,right,2
8728602121,43*281*461*1567,4,1,right,2
8752652161,11*41*61*71*4481,5,1,right,4
8767185505,5*13*43*67*46817,5,1,right,2
8776563481,7*31*73*181*3061,5,1,right,0
8801128801,181*733*66337,3,1,right,0
8815102297,43*67*659*4643,4,1,right,2
8820519361,137*5441*11833,3,1,right,2
8863329511,211*631*66571,3,1,right,0
8865909361,277*3313*9661,3,1,right,0
8885251441,11*47*1109*15497,4,1,right,4
8904870001,31*173*521*3187,4,1,right,2
8911829161,107*3181*26183,3,1,right,2
8939091313,163*1297*42283,3,1,right,0
8956911601,11*17*127*131*2879,5,1,right,4
8976678481,1009*2521*3529,3,1,right,0
8981129665,5*17*19*109*163*313,6,1,right,2
8986544785,5*109*113*337*433,5,1,right,2
8992643401,7*31*53*601*1301,5,1,right,2
9000994081,41*53*1021*4057,4,1,right,2
9001235881,11*43*827*23011,4,1,right,2
9009830401,11*13*41*151*10177,5,1,right,2
9030158341,967*1933*4831,3,1,right,0
9048104209,19*37*73*157*1123,5,1,right,0
9086767201,1201*1801*4201,3,1,right,0
9116583841,157*2017*28789,3,1,right,0
9123044281,13*31*2011*11257,4,1,right,0
9132165505,5*127*1459*9857,4,1,right,2
9139810681,859*2861*3719,3,1,right,2
9146572381,47*139*461*3037,4,1,right,2
9148908601,7*53*1481*16651,4,1,right,2
9161404201,151*157*601*643,4,1,right,0
9164559313,7*13*19*619*8563,5,1,right,0
9166911601,71*101*881*1451,4,1,right,4
9167487781,499*997*18427,3,1,right,0
9172425601,157*4993*11701,3,1,right,0
9216037441,13*37*41*47*61*163,6,1,right,2
9227690641,13*29*211*311*373,5,1,right,2
9237473281,223*1777*23311,3,1,right,0
9240972001,31*41*131*55501,4,1,right,2
9244089361,13*19*31*37*67*487,6,1,right,0
9261585313,337*2473*11113,3,1,right,0
9283222801,311*1117*26723,3,1,right,2
9286885441,29*41*1009*7741,4,1,right,2
9293756581,853*2557*4261,3,1,right,0
9294465601,31*37*97*139*601,5,1,right,0
9334619281,13*31*41*71*73*109,6,1,right,2
9366534145,5*23*193*397*1063,5,1,right,2
9371873281,241*257*337*449,4,1,right,2
9385501441,31*191*281*5641,4,1,right,2
9410913721,11*41*163*313*409,5,1,right,2
9423125713,89*157*617*1093,4,1,right,2
9432567937,13*193*229*16417,4,1,right,0
9434224801,23*241*1021*1667,4,1,right,2
9435428821,7*13*61*181*9391,5,1,right,0
9439491061,7*11*13*19*149*3331,6,1,right,2
9456330241,31*37*41*211*953,5,1,right,2
9461551681,37*73*1621*2161,4,1,right,0
9462932431,211*4019*11159,3,1,right,2
9555890761,19*131*521*7369,4,1,right,2
9558334369,67*109*199*6577,4,1,right,0
9584174881,17*29*61*421*757,5,1,right,2
9593125081,331*2311*12541,3,1,right,0
9595140409,103*239*409*953,4,1,right,2
9624742921,1171*2341*3511,3,1,right,0
9653421961,53*73*521*4789,4,1,right,2
9701285761,433*3457*6481,3,1,right,0
9722094481,11*31*241*281*421,5,1,right,2
9727247881,13*43*127*181*757,5,1,right,0
9739972945,5*17*19*2089*2887,5,1,right,2
9741249001,11*491*601*3001,4,1,right,2
9746188921,7*31*53*233*3637,5,1,right,2
9764848897,257*769*49409,3,1,right,2
9787282921,13*61*2221*5557,4,1,right,0
9789244921,547*2731*6553,3,1,right,0
9793709857,29*37*73*97*1289,5,1,right,2
9799224865,5*23*157*409*1327,5,1,right,2
9799928965,5*19*29*37*127*757,6,1,right,2
9811694593,673*1009*14449,3,1,right,0
9825933601,11*37*71*337*1009,5,1,right,2
9836283601,31*67*79*151*397,5,1,right,0
9838127971,7*19*199*331*1123,5,1,right,0
9877659121,11*691*941*1381,4,1,right,2
9891283585,5*277*313*22817,4,1,right,2
9907185601,37*47*131*157*277,5,1,right,2
9938059237,619*1237*12979,3,1,right,0
9948941101,11*19*71*109*6151,5,1,right,2
9956762641,7*19*37*661*3061,5,1,right,0
9973625581,163*1621*37747,3,1,right,0
9983803921,7*13*31*941*3761,5,1,right,2
9999109081,13*19*61*73*9091,5,1,right,0
